term,estimate,conf.low,conf.high,tau,sector
(Intercept),-0.8945024226611933,-2.209357651602049,-0.2817127006908608,0.025,GCL_G
baseline,0.9776369735370852,0.9563694695535365,0.994013369559355,0.025,GCL_G
(Intercept),-0.8566144200627007,-1.444016784288922,-0.37757432461867535,0.05,GCL_G
baseline,0.9853709508881925,0.9735099311109565,0.9998642170241555,0.05,GCL_G
(Intercept),1.7639633747547347,0.8252240851693778,3.217821324976855,0.95,GCL_G
baseline,0.9849574885546111,0.9603845674930068,1.00555140738652,0.95,GCL_G
(Intercept),2.412558139534872,1.5615268991991598,7.45787127771756,0.975,GCL_G
baseline,0.976744186046512,0.9034746908530892,0.9936845616307584,0.975,GCL_G
(Intercept),-3.1507169056352224,-4.495309642982751,-1.3169769182602187,0.025,GCL_TI
baseline,0.9853284428142718,0.9755288575257787,1.0274492482071285,0.025,GCL_TI
(Intercept),-3.1762328767123225,-4.271859816468007,-0.9898014899386866,0.05,GCL_TI
baseline,1.0068493150684932,0.9623928244521529,1.0414409385702272,0.05,GCL_TI
(Intercept),4.2671404109589375,3.4302819446609694,5.904495479513282,0.95,GCL_TI
baseline,0.9469178082191774,0.9142817805692462,0.9667386068840796,0.95,GCL_TI
(Intercept),5.545596529284167,3.8299963058432427,6.682673088815224,0.975,GCL_TI
baseline,0.9352856109906,0.9089917339740081,0.9700905793543242,0.975,GCL_TI
(Intercept),-0.733730440967278,-2.777117001460977,0.4090202520696017,0.025,GCL_I
baseline,0.9413229018492175,0.8931215745254516,0.990783905261683,0.025,GCL_I
(Intercept),-1.1561093247588432,-2.814219885009382,-0.29182505038152246,0.05,GCL_I
baseline,0.9723472668810289,0.9474696205709678,1.0145919907432528,0.05,GCL_I
(Intercept),3.4743942992873995,3.0187206607016144,5.734626930670036,0.95,GCL_I
baseline,0.9655581947743471,0.9244804260449714,0.9758980731772036,0.95,GCL_I
(Intercept),4.5902519777322,2.9778472880513136,7.073259029326284,0.975,GCL_I
baseline,0.9539994140052739,0.9078419216566457,0.9884327760549448,0.975,GCL_I
(Intercept),-1.8312667560321703,-4.132601703985029,-0.43039350227655165,0.025,GCL_NI
baseline,0.9949731903485254,0.9650563084682492,1.0397510754408932,0.025,GCL_NI
(Intercept),-0.9602007596310378,-3.111679842198101,-0.4675585203176461,0.05,GCL_NI
baseline,0.9869777536625068,0.9750721326879599,1.0163791941785438,0.05,GCL_NI
(Intercept),2.9548367952522105,2.5713819594349814,4.176257383682283,0.95,GCL_NI
baseline,0.9723046488625129,0.9438327939449066,0.9827924419198326,0.95,GCL_NI
(Intercept),3.342352941176445,2.3458201081959085,7.290723835904029,0.975,GCL_NI
baseline,0.9705882352941181,0.9024700058126822,0.9916241484241031,0.975,GCL_NI
(Intercept),-1.6282014388489203,-5.650234677693695,-1.235903488119509,0.025,GCL_TS
baseline,0.9452130603209741,0.9316531175769435,0.9685620364299741,0.025,GCL_TS
(Intercept),-1.6619615239532188,-2.4310766074985435,-0.9213855268701958,0.05,GCL_TS
baseline,0.9592606563560919,0.9386393795450388,0.9792822539325765,0.05,GCL_TS
(Intercept),3.8530236794171246,1.4316140300438445,7.523025889241106,0.95,GCL_TS
baseline,0.9752276867030963,0.8920705547226416,1.0355145441458153,0.95,GCL_TS
(Intercept),5.321457418788402,2.868908959180683,10.086465970079606,0.975,GCL_TS
baseline,0.9561018437225637,0.8885170936676006,1.0135830277457787,0.975,GCL_TS
(Intercept),-2.494229142637448,-17.035209356950407,-1.482588402932507,0.025,GCL_S
baseline,0.9511726259131102,0.9217116161097284,1.0909139383394113,0.025,GCL_S
(Intercept),-3.395720930232559,-8.214085090692844,-0.9750740997835642,0.05,GCL_S
baseline,1.0131782945736434,0.9612277937556856,1.0737582060128372,0.05,GCL_S
(Intercept),1.923147502903608,1.0768258774416122,5.479975908339403,0.95,GCL_S
baseline,0.9976771196283389,0.9250473152207688,1.0219010825212735,0.95,GCL_S
(Intercept),4.497656033287102,0.8694789648069173,15.82524659111437,0.975,GCL_S
baseline,0.9583911234396673,0.8190989034835039,1.0293325485180567,0.975,GCL_S
(Intercept),-0.7496072757337853,-6.170865506151838,0.21979804243110773,0.025,GCL_NS
baseline,0.9627945431996695,0.9355170098392543,1.0319628702824062,0.025,GCL_NS
(Intercept),-1.1508116232465064,-2.415750604431769,0.5636403517497459,0.05,GCL_NS
baseline,0.9809619238476956,0.9429051695726249,1.0025616092996688,0.05,GCL_NS
(Intercept),5.612297965915314,1.717797479680174,10.356344582650694,0.95,GCL_NS
baseline,0.9219351291918642,0.8660262241191948,1.0239191299961592,0.95,GCL_NS
(Intercept),9.333976502485319,2.632031417895078,13.060830692468103,0.975,GCL_NS
baseline,0.8648892905558064,0.7945790735869691,1.036162923780607,0.975,GCL_NS
(Intercept),-0.053073097961221,-2.012346922890956,1.2739233918454325,0.025,IPL_G
baseline,0.9622078567876681,0.9206938817584651,1.0155629242725626,0.025,IPL_G
(Intercept),0.10539047619049224,-1.589555864584037,0.8528605995833464,0.05,IPL_G
baseline,0.9647619047619042,0.9465030810327367,1.0017352565755389,0.05,IPL_G
(Intercept),0.9048080133556041,-0.4070575677673305,2.571787953775418,0.95,IPL_G
baseline,1.0125208681135223,0.9621456878436996,1.031939290497154,0.95,IPL_G
(Intercept),2.4900581959262955,1.0404031117195072,5.299680409689574,0.975,IPL_G
baseline,0.9796314258001937,0.9141703102343974,1.0166489151041298,0.975,IPL_G
(Intercept),0.02960945529291912,-10.610497102142682,1.6637283390076354,0.025,IPL_TI
baseline,0.9095580678314489,0.8557324411056004,1.1481506717156718,0.025,IPL_TI
(Intercept),-1.506927374301647,-4.501212850069109,0.5916976848995587,0.05,IPL_TI
baseline,0.9776536312849154,0.9222431971970357,1.0365095897873302,0.05,IPL_TI
(Intercept),3.7236708253358914,1.9660657108246877,4.427591677386269,0.95,IPL_TI
baseline,0.9640115163147794,0.938714341167101,1.0063328981676343,0.95,IPL_TI
(Intercept),3.7704761904761703,3.1395878540860043,6.379454738721578,0.975,IPL_TI
baseline,0.9682539682539689,0.917712661954157,0.9903871097943385,0.975,IPL_TI
(Intercept),-2.117722165474972,-4.589379623010795,-0.7707743223664242,0.025,IPL_I
baseline,0.9841675178753829,0.9514438500906035,1.052398256517494,0.025,IPL_I
(Intercept),-1.7222255192878415,-3.689158751166048,-0.46454822445398547,0.05,IPL_I
baseline,0.9910979228486649,0.958095503850453,1.0408311309824296,0.05,IPL_I
(Intercept),2.9616637323943724,1.933429400711221,6.037630580638466,0.95,IPL_I
baseline,0.9832746478873239,0.9100403226636763,1.0283679463754447,0.95,IPL_I
(Intercept),3.5435383064516017,2.090934662926471,10.91476973524296,0.975,IPL_I
baseline,0.9808467741935488,0.8534850259194476,1.0137328205819933,0.975,IPL_I
(Intercept),-0.2956275303643656,-1.7637683110310267,0.8294733993603443,0.025,IPL_NI
baseline,0.9493927125506071,0.9179317376450584,0.9971851698956993,0.025,IPL_NI
(Intercept),-1.0377264858626605,-2.161921031359963,0.5560302999543308,0.05,IPL_NI
baseline,0.9769186381996535,0.9326342335318044,1.0013506606024358,0.05,IPL_NI
(Intercept),0.9973815461347059,-0.17585338387582414,7.022722058058138,0.95,IPL_NI
baseline,1.0311720698254354,0.8971036426883712,1.0504144377975602,0.95,IPL_NI
(Intercept),5.276182152713901,-0.10544042372817283,11.527212145943718,0.975,IPL_NI
baseline,0.9402023919043236,0.8045817428059222,1.0888624204080504,0.975,IPL_NI
(Intercept),-0.08646616541354546,-5.462383478637028,3.281341448075317,0.025,IPL_TS
baseline,0.9097744360902259,0.8113047688074888,1.0304703393317867,0.025,IPL_TS
(Intercept),-0.008646895273381482,-2.2691242917598786,2.6570077018946967,0.05,IPL_TS
baseline,0.9379054680259495,0.8559487180595068,0.9891122418669235,0.05,IPL_TS
(Intercept),1.6697693194925218,-0.29167310757585774,5.2213690692677,0.95,IPL_TS
baseline,1.0184544405997689,0.9609891985650045,1.0767744540601258,0.95,IPL_TS
(Intercept),2.7800000000000016,0.019433126294064202,6.667558979808666,0.975,IPL_TS
baseline,0.9999999999999998,0.9243320183946651,1.0797368340513467,0.975,IPL_TS
(Intercept),-1.9381983621474075,-5.56312007281791,0.8538746038112115,0.025,IPL_S
baseline,0.9608735213830756,0.8916333462602974,1.0350435434268384,0.025,IPL_S
(Intercept),0.060852974186305656,-2.0824831811115927,0.46575951458415626,0.05,IPL_S
baseline,0.9349046015712683,0.9208970746904523,0.9568745647783377,0.05,IPL_S
(Intercept),2.8315207373272107,1.2934248973209097,7.201314939810389,0.95,IPL_S
baseline,0.9852534562211976,0.9014716711288987,1.0197421174947845,0.95,IPL_S
(Intercept),4.658993288590587,3.553291957573104,14.700533566955727,0.975,IPL_S
baseline,0.9496644295302019,0.7272878758943584,0.9797522152956591,0.975,IPL_S
(Intercept),0.5319044585987402,-0.6630118835819336,1.1785380829403467,0.025,IPL_NS
baseline,0.9165605095541397,0.8977844477608746,0.9452433915555802,0.025,IPL_NS
(Intercept),1.2813539192399035,-0.850798315657197,1.5661653603125905,0.05,IPL_NS
baseline,0.9110960298608756,0.9017738401877723,0.965368703780863,0.05,IPL_NS
(Intercept),-0.6314130434782663,-1.355527739822079,2.2947330273020334,0.95,IPL_NS
baseline,1.0706521739130437,1.0125782395023775,1.0926427146994389,0.95,IPL_NS
(Intercept),2.127685950413248,-1.8810516888323527,5.155463955993795,0.975,IPL_NS
baseline,1.0187828700225388,0.9459141007103181,1.121221867335754,0.975,IPL_NS
